city_clean,city_listing_count
bridport,5
brielle,31
brier,27
brierfield,2
brigantine,150
brigantine city,1
briggs,19
briggsdale,15
briggsville,9
brigham city,41
bright,1
brighton,480
brighton beach,1
brighton township,42
brightwaters,7
brightwood,15
brilliant,18
brillion,45
brimfield,55
brimley,3
brimley bay mills,9
brimson,13
bringhurst,3
brinkhaven,3
brinkley,15
brinklow,2
brinktown,2
brinnon,40
brinson,3
briny breezes,12
brisbane,38
brisbin,1
briscoe,4
bristol,968
bristolville,14
bristow,260
britt,35
brittneys pl alexandria,4
britton,15
brittons neck,1
brixey,2
broad channel,17
broad run,25
broadablin,1
broadalbin,53
broadalbin village,7
broaddus,63
broadlands,78
broadview,39
broadview heights,113
broadwater,2
broadway,130
brock,14
brockport,79
brockton,498
brockway,13
brockway township,1
brockwell,1
brocton,10
brodhead,83
brodheadsville,11
brodnax,18
brogan,1
brogue,8
brohard,2
brohman,2
broken arrow,1191
broken bow,349
bromley,11
bronson,178
bronston,35
bronte,7
bronwood,1
bronx,1688
bronxville,133
brook,2
brook park,78
brookdale,16
brookeland,295
brooker,25
brookesmith,18
brookeville,94
brookfield,553
brookhaven,642
brookhaven hamlet,3
brookings,390
brookland,52
brooklawn,14
brooklet,66
brooklin,15
brookline,308
brooklyn,6172
brooklyn center,187
brooklyn heights,9
brooklyn ny 11220,1
brooklyn park,496
brookneal,33
brookport,10
brooks,59
brooks loop spearfish,6
brookshire,308
brookside,9
brookside village,11
brookston,14
brooksville,1188
brookton,2
brooktondale,15
brookville,179
brookwood,28
broomall,105
broome,12
broomes island,4
broomfield,316
brooten,8
broseley,2
brothers,4
broughton,1
broussard,216
browerville,37
brown city,16
brown deer,85
brown rd,1
browndale,8
brownfield,21
browning,13
brownington,5
browns,1
browns mills,171
browns summit,104
browns valley,63
brownsboro,49
brownsburg,156
brownsdale,7
brownstone cir harlingen,2
brownstown,30
brownstown township,58
brownsville,624
brownton,6
browntown,13
brownville,50
brownwood,319
broxton,2
bruce,40
bruce crossing,1
bruce township,61
bruceton,17
bruceton mills,65
bruceville,4
bruceville eddy,14
bruening second addition decorah,1
bruin,4
bruington,9
brule,18
brumley,5
brundidge,26
bruneau,5
bruner,7
bruni,4
bruning,3
bruno,7
brunson,4
brunsville,1
brunswick,737
brunswick hills,17
brush,58
brush creek,6
brush prairie,103
brushcreek township,7
brushton,19
brusly,25
brussels,12
brutus,4
bryan,800
bryans mill,2
bryans road,78
bryant,89
bryantown,17
bryce,2
bryce woodlands est un 6f duck creek village,1
bryce woodlands est un 6f unit duck creek village,1
bryceville,48
bryn mawr,104
bryon,1
bryson,5
bryson city,314
buchanan,187
buchanan dam,36
buchtel,1
buck hill falls,8
buck lake park rd,1
buck township,1
buckboard circle belle fourche,1
buckeye,1412
buckeye lake,10
buckeye road,1
buckeye township,1
buckfield,7
buckhannon,136
buckhead,57
buckhead ridge,4
buckholts,17
buckhorn,7
buckingham,45
buckingham courthouse,1
buckland,18
buckley,301
bucklin,11
buckner,8
bucks lake,5
buckskin,1
buckskin township,2
bucksport,24
bucoda,11
bucyrus,66
bud,1
buda,133
budaghers,4
budd lake,1
bude,3
bueche,1
buellton,11
buena,18
buena park,244
buena vista,173
buena vista acres questa,1
buena vista township,5
buffalo,2434
buffalo bridge road,1
buffalo center,4
buffalo city,5
buffalo gap,11
buffalo grove,400
buffalo junction,65
buffalo lake,15
buffalo mills,3
buffalo prairie,1
buffalo township,3
buffalo valley,22
buford,435
buhl,94
buhler,23
bulan,2
bulger,2
bull shoals,104
bull valley,23
bullard,443
bullhead,1
bullhead city,1266
bullitt,1
bullock,13
bulls gap,11
bullville,1
bulpitt,2
bulter,14
bulverde,268
bumpass,190
bumpus mills,12
buna,56
bunceton,3
bunch,7
buncombe,2
bunker,13
bunker hill,186
bunker hill township,2
bunker hill village,27
bunkerville,4
bunkie,26
bunn,3
bunnell,233
bunnlevel,27
buras,42
burbank,522
burdett,16
burdette,1
bureau,2
burfordville,6
burgaw,91
burgess,28
burgettstown,69
burghill,2
burgin,3
burgoon,3
burien,222
burkburnett,27
burke,352
burkes garden,1
burkesville,181
burkett,9
burkeville,61
burleigh,2
burleson,579
burley,85
burlingame,136
burlingham,6
burlington,1734
burlington city,1
burlington flats,3
burlington jct,2
burlington junction,2
burlington township,20
burlison,7
burna,2
burnet,122
burnett,4
burnettown,1
burney,15
burneyville,20
burnham,45
burnhamville township,1
burns,101
burns flat,8
burns harbor,4
burns township,4
burnside,96
burnside township,3
burnsville,753
burnt cabins,1
burnt hills,4
burnt ranch,6
burnt tree ln polson,1
burnwell,1
burr hill,2
burr oak,8
burr ridge,154
burrillville,139
burrton,5
burson,14
burt,31
burtchville,4
burtchville township,9
burton,193
burtonsville,73
burtrum,11
burwell,17
bush,51
bushkill,318
bushland,10
bushnell,149
bushton,1
bushwick,1
bushwood,18
bushwood hills reserve greenfield,1
bussey,3
busy,2
butler,585
butler county,3
butler township,9
butlerville,1
butman township,3
butner,2
butte,361
butte city,1
butte des morts,3
butte falls,2
butte larose,1
butte meadows,2
butte valley,12
butterfield,5
butternut,31
butternuts,19
buttonwillow,22
buxton,36
buyck,8
buzzards bay,28
byars,9
bybee,19
byers,28
byesville,41
byhalia,85
bynum,8
byram,69
byram township,56
byrd creek road,1
byrd township,3
byrdstown,112
byrnedale,2
byrnes mill,19
byromville,1
byron,381
byron center,160
byron vlg,2
bz corner,1
ca,1
caballo,11
cabazon,82
cabery,17
cabin creek,3
cabin john,14
cabins,5
cable,39
cabo rojo,90
cabool,17
cabot,284
cache,29
caddo,22
caddo gap,7
caddo mills,84
caddo valley,1
cade,4
cades,4
cadet,32
cadillac,370
cadiz,205
cadott,15
cadwell,13
cady,2
cadyville,12
caesarcreek township,3
caesarscreek township,1
caguas,95
cahokia,104
cahone,12
cainhoy,1
cainsville,4
cairnbrook,8
cairo,197
cajahs mountain,1
cal nev ari,1
calabasas,256
calabash,521
calais,31
calamus,7
calcium,2
calcutta,6
calder,2
caldwell,1221
caldwell boro township,23
caledonia,237
calera,214
calexico,46
calhan,130
calhoun,441
calhoun city,6
calhoun falls,24
caliche,3
calico rock,38
caliente,108
calif city,28
califon,17
california,251
california city,854
california hot springs,19
california valley,16
calimesa,125
calimesa trl,1
calion,3
calipatria,7
calistoga,71
callahan,128
callahan rd,1
callands,10
callao,21
callawassie island,5
callaway,93
callensburg,2
callicoon,12
callicoon center,3
callisburg,1
calmar,1
calpine,5
calumet,17
calumet city,235
calumet park,35
calvary,1
calvert,40
calvert city,47
calverton,35
calverton park,2
calvin,4
camak,2
camanche,10
camano island,167
camargo,7
camarillo,475
camas,324
camas valley,10
cambria,155
cambria heights,36
cambridge,1193
cambridge city,16
cambridge springs,27
cambridge township,6
cambridge village,4
camby,153
camden,777
camden on gauley,4
camden point,1
camden wyoming,100
camdenton,273
cameron,402
cameron park,191
camilla,19
camillus,92
camino,59
camino durango laredo,1
camp,1
camp 5 township,1
camp connell,28
camp creek,1
camp crook,1
camp douglas,13
camp grove,1
camp hill,182
camp meeker,5
camp nelson,11
camp nokomis rd,1
camp point,5
camp sherman,9
camp springs,1
camp verde,115
camp wood,19
campbell,427
campbell hall,22
campbell hill,3
campbellsburg,21
campbellsport,76
campbellsville,120
campbellton,3
campbelltown,2
campo,53
campo seco,6
campobello,90
campti,7
campton,70
campton hills,19
camptonville,13
camuy,19
cana,21
canaan,106
canada,3
canadensis,35
canadian,45
canadian lakes,99
canadohta lake,4
canajoharie,33
canajoharie village,5
canal fulton,136
canal point,4
canal winchester,154
canandaigua,140
canarsie,4
canaseraga,5
canastota,95
canby,241
candia,1
candler,213
cando,5
candor,36
candy kitchen,2
cane ridge,6
caneadea,10
canehill,7
caney,33
caney city,7
caneyville,9
canfield,203
canisteo,15
canistota,3
canjilon,6
cankton,11
canmer,2
cannelburg,1
cannelton,14
cannon,3
cannon beach,36
cannon falls,63
cannonsburg road at lakinview,1
cannonville,1
canoga park,201
canon,28
canon city,207
canoncito,2
canonsburg,298
canosia,1
canosia township,1
canova,2
canovanas,36
canterbury,36
cantil,22
canton,3204
canton township,8
cantonment,270
cantrall,2
cantril,7
cantua creek,4
cantwell,1
canute,10
canutillo,28
canvas,2
canyon,172
canyon city,24
canyon country,578
canyon creek,8
canyon lake,674
canyon trl unit cloudcroft,1
canyondam,2
canyonville,20
capac,9
capac vlg,3
capay,8
cape canaveral,217
cape carteret,66
cape charles,183
cape coral,6002
cape elizabeth,5
cape fair,101
cape girardeau,556
cape haze,1
cape may,90
cape may beach,9
cape may court house,153
cape may point,8
cape meares,2
cape san blas,66
cape vincent,33
capitan,34
capitol heights,275
capitol hill rd,1
capitola,61
caplen,2
capon bridge,46
capon springs,1
capron,21
capt cook,1
captain cook,103
captiva,41
capulin,13
caputa,3
caratunk,1
caraway,4
carbon,22
carbon cliff,21
carbon hill,22
carbonado,7
carbondale,458
cardale,2
cardiff,11
cardiff by the sea,33
cardinal,1
cardinal cove,1
cardington,24
cardwell,12
carefree,83
carencro,112
caret,8
carey,53
careywood,6
caribou,39
carl junction,63
carle place,7
carleton,33
carleton vlg,2
carlile,1
carlin,16
carlinville,56
carlisle,648
carlock,24
carlos,14
carlotta,10
carlsbad,1090
carlstadt,10
carlton,98
carlton landing,29
carlyle,27
carlyss,4
carman,1
carmel,615
carmel by the sea,5
carmel hamlet,1
carmel valley,106
carmen,4
carmi,64
carmichael,428
carmichaels,21
carmine,16
carnation,67
carnegie,113
carnelian bay,10
carnesville,35
carney,18
carneys point,40
caro,45
caroga,13
caroga lake,11
carol stream,243
carolina,189
carolina beach,225
carolina shores,180
caroline,3
carp lake,9
carpenter,25
carpentersville,229
carpinteria,48
carpio,5
carr,30
carrabassett valley,14
carrabelle,258
carrboro,15
carrie,1
carrier,4
carrier mills,8
carriere,167
carries creek dr bulverde,1
carrigan,1
carrington,11
carrizo springs,37
carrizozo,40
carroll,117
carroll plt,3
carrolls,1
carrollton,1377
carrolltown,6
carrollwood,1
carrolton township,1
carrsville,7
carrying place town township,3
carson,432
carson city,667
carsonville,7
carta valley,1
cartago,2
carter,16
carter lake,10
carteret,111
cartersburg,1
cartersville,467
carterville,74
carthage,606
cartwright,8
caruthers,13
caruthersville,4
carvel beach,4
carver,224
carversville,4
cary,461
cary plt,3
caryville,74
casa,4
casa grande,1389
casanova,5
casar,3
cascade,210
cascade locks,14
cascade township,1
cascilla,2
casco,60
casco township,2
caseville,91
casey,18
caseyville,183
cash,2
cashiers,213
cashion,30
cashmere,35
cashton,3
casmalia,1
caspar,1
casper,188
caspian,8
cass,5
cass city,23
cass lake,38
cassadaga,11
cassatt,8
cassel,2
casselberry,142
casselton,36
cassoday,1
cassopolis,42
casstown,5
cassville,82
castaic,189
castalia,48
castalian springs,27
castella,4
castile,8
castine,10
castle,5
castle creek,4
castle dale,13
castle hayne,108
castle hill,5
castle hills,8
castle mountain ln,1
castle mountain white sulphur springs,1
castle pines,75
castle rock,653
castle valley,5
castleberry,7
castleford,2
castleton,67
castleton on hudson,34
castlewood,14
castor,5
castorland,6
castro valley,312
castroville,83
caswell,3
caswell beach,3
caswell county,1
cat spring,32
cataldo,12
catalina,8
catano,11
catasauqua,15
cataula,60
cataumet,12
catawba,106
catawissa,91
catesby,2
cathance township,9
catharpin,3
cathedral city,514
cathedral cty,16
catherine,2
catheys valley,24
cathlamet,35
catlett,36
catlettsburg,99
catlin,25
cato,18
caton town,2
catonsville,114
catoosa,66
catskill,108
catskill village,1
cattaraugus,21
caulfield,5
causey,2
cavalier,6
cave city,54
cave creek,336
cave in rock,4
cave junction,159
cave spring,29
cave springs,74
cavendish,15
cavetown,1
cavour,1
cawker city,2
cawood,1
cayce,16
cayey,33
cayo costa,13
cayucos,66
cayuga,20
cayuta,9
cazadero,18
cazenovia,87
cebolla,3
cecil,53
cecilia,29
cecilton,9
cedar,44
cedar berry dr spearfish,3
cedar berry drive spearfish,3
cedar bluff,147
cedar bluffs,2
cedar city,417
cedar creek,49
cedar crest,36
cedar falls,130
cedar fort,2
cedar glen,67
cedar grove,134
cedar hill,368
cedar hills,16
cedar island,8
cedar key,93
cedar lake,136
cedar lake township,10
cedar lane,14
cedar mountain,13
cedar park,123
cedar point,46
cedar rapids,657
cedar river,7
cedar slope,1
cedar springs,91
cedar vale,1
cedar valley,2
cedarbluff,4
cedarburg,58
cedarcreek,6
cedaredge,57
cedarhurst,30
cedarpines park,107
cedart,2
cedartown,164
cedarville,85
cedarwood,1
ceiba,15
celebration,201
celeste,103
celestine,3
celina,581
celo,1
celoron,1
cement,7
cement city,30
centenary,1
centennial,237
center,69
center city,23
center cross,23
center hill,25
center island,4
center junction,1
center line,14
center moriches,60
center point,171
center ridge,6
center township,1
center valley,16
centerburg,23
centereach,114
centerfield,8
centerpoint,3
centerport,36
centerton,426
centertown,10
centerview,22
centerville,597
centrahoma,1
central,128
central bridge,2
central city,120
central falls,52
central islip,91
central lake,33
central point,150
central square,39
central valley,8
centralia,330
centre,103
centre hall,35
centre island,11
centreville,641
centuria,12
century,25
ceredo,6
ceres,177
ceresco,13
cerrillos,48
cerritos,132
cerro,7
cerro gordo,14
cerulean,1
ceylon,1
chacon,2
chadbourn,40
chadds ford,89
chadron,3
chadwick,13
chadwicks,3
chaffee,38
chagrin falls,229
chalet cir,1
chalfant valley,2
chalfont,163
chalkhill,3
challenge,7
challis,14
chalmers,2
chalmette,208
chama,88
chama dulce,1
chamberlain,3
chambers,12
chambers island,2
chambersburg,496
chambl,1
chamblee,78
chamisal,4
chamita,3
chamois,4
champaign,605
champion,48
champions gate,70
champions gt,3
championsgate,2
champlain,25
champlin,175
chana,8
chance,3
chancellor,6
chandler,2088
chandlersville,16
chandlerville,3
chanhassen,169
channahon,96
channelview,136
channing,1
chantilly,366
chanute,100
chaparral,41
chaparral ln corcoran,1
chapel hill,280
chapelle,2
chapin,114
chaplin,18
chapman,36
chapmansboro,16
chapmanville,22
chappaqua,14
chappell,8
chappell hill,52
chappells,5
chaptico,10
chardon,109
chariton,64
charlack,1
charlemont,11
charleroi,51
charles city,82
charles town,309
charleston,1329
charlestown,201
charlestown township,1
charlevoix,82
charlo,8
charlotte,7093
charlotte court house,10
charlotte hall,51
charlottesville,1150
charlotteville,1
charlton,87
charlton heights,4
charmco,5
charter oak,6
chase,9
chase city,53
chase mills,2
chaseburg,1
chaska,170
chassell,6
chateaugay,19
chatfield,28
chatham,340
chatham township,117
chatham village,1
chatom,6
chatsworth,596
chattahoochee,30
chattahoochee hills,75
chattanooga,1043
chattaroy,72
chaumont,17
chauncey,4
chautauqua,27
chauvin,25
chaves,1
chavies,7
chazy,20
chebanse,7
chebeague island,4
cheboygan,182
check,15
checotah,84
cheektowaga,535
chehalis,189
chelan,164
chelan falls,2
chelmsford,183
chelsea,449
cheltenham,50
chelyan,1
chemult,4
chemung,11
chenango bridge,1
chenango forks,8
chenega bay,1
cheney,344
cheneyville,2
chenoa,26
cheraw,61
cheriton,5
cherokee,84
cherokee first cherokee village,1
cherokee ridge,4
cherokee village,177
cherry,8
cherry creek,18
cherry creek nevada,1
cherry grove,10
cherry hill,327
cherry hill township,1
cherry hills village,12
cherry log,68
cherry plain,1
cherry tree,6
cherry valley,124
cherryfield,5
cherryvale,29
cherryville,122
chert saint,1
chesaning,20
chesaning vlg,1
chesapeake,398
chesapeake beach,116
chesapeake city,37
cheshire,171
chesilhurst,3
chesnee,143
chester,1298
chester gap,13
chester heights,4
chester springs,126
chester township,64
chester twp,5
chesterbrook,35
chesterfield,1334
chesterfield township,55
chesterhill,7
chesterland,56
chesterton,72
chestertown,163
chesterville,7
chestnut,2
chestnut hill cove,4
chestnut mound,2
chestnut ridge,4
chestnut stephenville,1
chestnuthill township,9
cheswick,46
cheswold,2
chetek,102
chetopa,12
cheverly,30
cheviot,28
chevy chase,256
chewelah,70
cheyenne,599
cheyenne wells,9
cheyney,4
chicago,18218
chicago heights,103
chicago ridge,70
chichester,10
chickadee ct red wing,1
chickaloon,12
chickamauga,73
chickamaw beach,1
chickasaw,16
chickasha,208
chicken,1
chico,696
chicog township,3
chicopee,309
chicora,25
chidester,6
chiefland,120
chilcoot,7
childersburg,58
childress,8
childs,1
childwold,4
chilhowee,5
chilhowie,77
chili,11
chillicothe,267
chilmark,10
chilo,1
chiloquin,139
chilton,67
chimacum,7
chimayo,18
chimney rock,15
china,32
china grove,68
china spring,36
china township,1
chincoteague,62
chincoteague island,1
chinese camp,4
chiniak,1
chino,360
chino hills,345
chino valley,251
chinook,14
chinquapin,12
chipley,491
chippewa falls,141
chippewa lake,14
chippewa township,4
chireno,6
chisago city,54
chisago lake,6
chisholm,33
chitina,3
chittenango,96
chittenden,2
chloe,2
chloride,16
chocolay township,8
chocowinity,90
choctaw,321
choctaw first cherokee village,1
chokio,2
chokoloskee,19
cholame,2
chopin,1
choteau,25
choudrant,11
chouteau,29
chowchilla,139
chrisman,5
chrisney,3
christensen saint rapelje,1
christiana,63
christiansburg,244
christiansted,436
christine,10
christmas,58
christmas mountains terlingua ranch,1
christmas valley,100
christopher,7
christopher ct jerseyville,3
christoval,13
chromo,20
chualar,1
chubbuck,64
chuckey,57
chugiak,42
chugwater,6
chula,1
chula vista,1272
chuluota,47
chunchula,42
chunky,3
chupadero,3
church creek,13
church hill,137
church point,73
church road,20
church view,3
church wells,4
churchill,3
churchill township,3
churchton,40
churchville,97
churdan,3
churubusco,17
ciales,13
cibolo,281
cicero,330
cidra,29
cima,1
cimarron,48
cincinnati,1202
cincinnatus,24
cinebar,9
cinnaminson,73
circle,4
circle pines,49
circleville,78
cisco,71
cisne,5
cissna park,17
cistern,3
citadel rock rd fort payne,1
citra,141
citronelle,62
citrus heights,717
citrus springs,1411
city by the sea,3
city heights,1
city lights blvd fairbanks,5
city line,2
city of,1
city of orange township,103
city terrace,23
clackamas,116
claflin,8
clagstone,3
claiborne,3
claire city,4
clairemont mesa,6
clairfield,4
clairton,115
clallam bay,1
clam falls,1
clam gulch,18
clam lake,3
clancy,50
clanton,227
clara city,8
clare,36
clare new haven,1
claremont,291
claremore,377
clarence,127
clarence center,47
clarendon,39
clarendon hills,89
claridge,4
clarinda,44
clarington,13
clarion,61
clarissa,4
clark,121
clark bench,1
clark fork,23
clark mills,3
clark township,14
clarkdale,144
clarke county,1
clarkesville,325
clarkfield,7
clarkia,2
clarklake,17
clarkrange,18
clarkridge,16
clarks,5
clarks green,7
clarks grove,6
clarks hill,12
clarks summit,135
clarksboro,21
clarksburg,457
clarksdale,20
clarkson,61
clarkston,250
clarksville,1572
clarkton,17
clarskville,1
claryville,2
clatskanie,48
claude,9
claudville,9
claverack,53
clawson,16
claxton,57
clay,122
clay center,67
clay city,57
